"","Velo","SpinRate","HorzBreak","InducedVertBreak","Predicted_Hits"
"2887",90.65,2017,2.38,17.52,0
"2888",95.23,2663,7.51,21.57,0
"2889",86.98,2183,6.51,9.18,0
"2890",91.83,2161,10.3,15.78,0
"2891",99.46,2471,7.09,18.43,0
"2892",91.37,2058,13.27,0.88,1
"2893",92.84,1945,23.48,5.22,0
"2894",89.08,2203,4.18,15.29,0
"2895",93.67,2018,-2.48,14.33,1
"2896",97.41,2515,1.85,20.23,0
"2897",89.47,1933,3.15,13.75,0
"2898",96.62,2025,12.8,15.7,0
"2899",91.71,2292,6.46,21.14,1
"2900",93.38,1976,13.9,9.55,1
"2901",96.97,2177,11.44,13.95,1
"2902",94.06,2070,4.99,16.74,0
"2903",95.59,2247,14.07,3.17,1
"2904",88.15,2199,4.71,16.47,0
"2905",98.32,2534,4.27,17.51,0
"2906",96.8,2075,13.35,-3.49,1
"2907",93.68,2191,11.62,17.29,0
"2908",93.76,2197,12.95,15.9,0
"2909",93.36,2224,7.49,3.02,0
"2910",97.07,2167,14.62,10.63,1
"2911",96.75,1918,10.76,16.11,1
"2912",85.98,1850,15.83,10.64,1
"2913",97.47,2410,5.69,12.32,0
"2914",93.31,2172,6.14,18.61,1
"2915",92.96,2313,12.71,13.55,0
"2916",91.57,1926,4.34,17.13,0
"2917",97.44,2499,3.66,16.34,0
"2918",90.46,2335,10.84,12.22,0
"2919",91.56,2248,8.45,15.49,1
"2920",94.64,2739,9.53,16.79,0
"2921",93.08,2327,9.61,20.22,0
"2923",94.03,1952,11.15,13.24,0
"2924",92.82,2372,2.37,16.81,0
"2925",97.59,2206,15.96,11.04,0
"2926",93.93,2326,8.54,17.41,0
"2927",94.78,2237,5.97,17.82,0
"2928",90.29,2279,4.43,20.09,0
"2929",93.4,2313,6.25,18.1,1
"2930",96.04,1901,17.76,9.19,1
"2931",90.9,2196,7.56,14.14,0
"2932",93.06,1824,6.02,16.16,0
"2933",93.63,2224,12.03,15.32,0
"2934",95.76,2049,14.3,13.14,0
"2935",97.72,2333,6.36,15.4,0
"2936",96.47,2112,13.49,4.26,1
"2937",92.35,2434,7.07,17.82,0
"2938",93.56,2154,11.06,9.03,0
"2939",94.21,2102,8.93,15.22,1
"2940",96.72,2004,13.29,10.72,0
"2941",93.95,2119,8.11,12.01,0
"2942",91.21,2534,-4.29,10.59,0
"2943",91.58,2346,9.21,10.64,0
"2944",92.48,1974,13.62,6.25,1
"2945",94.81,2291,7.02,15.48,0
"2946",96.34,2223,18.75,8.17,0
"2947",97.71,2453,5.97,18.32,0
"2948",93.19,2086,16.72,14.53,0
"2949",94.26,2288,11.42,17.47,0
"2950",95.16,2493,4.7,19.75,0
"2951",92.24,2355,11.07,15.7,0
"2952",89.74,2337,2.06,11.1,0
"2953",94.02,2328,9.85,15.79,0
"2954",99.2,2384,15.19,12.38,0
"2955",92.3,2068,10.73,17.35,0
"2956",96.9,2157,11.69,16,0
"2957",93.61,2197,11.95,16.59,0
"2958",93.39,2237,7.41,5.8,0
"2959",94.86,2002,14.73,6.46,0
"2960",95.38,2003,11.49,11.29,0
"2961",93.17,2533,11.4,18.48,0
"2962",87.34,1864,13.52,7.27,1
"2963",92.91,2164,14.99,9.32,1
"2964",92,1854,16.17,1.95,1
"2965",95.39,2320,4.97,17.22,0
"2966",92.47,2132,11.28,14.72,0
"2967",89.82,1894,16.5,10.64,1
"2968",95.82,2068,17.31,7.3,0
"2969",87.53,2345,0.63,15.38,1
"2970",94.55,2130,4.13,13.56,0
"2971",89.95,2356,2.97,22.26,0
"2972",92.57,2306,14.16,11.31,1
"2973",89.63,2078,14.76,2.94,0
"2974",95.8,2291,10,17.22,0
"2975",93.02,2284,8.15,12.39,0
"2976",96.58,2569,7.73,18.97,0
"2977",96.87,2188,11.39,14.38,0
"2978",97.18,2080,3.12,12.01,0
"2979",92.79,2012,4.4,13.08,0
"2980",92.17,2278,-1.38,20.03,0
"2981",86.68,2169,13.04,9.25,0
"2982",94.62,2281,9.17,15.6,0
"2983",95.04,2240,12.02,16.56,0
"2984",93.32,2188,12.67,13.46,0
"2985",93.61,2180,8.88,17.47,1
"2986",93.34,2524,-0.23,10.55,0
"2987",93.3,2129,17.29,5.68,0
"2988",94.86,2036,10.43,15.76,0
"2989",89.59,2252,4.74,22.9,0
"2990",92.3,2028,13.47,1.01,0
"2991",93.98,2450,12.22,21.31,0
"2992",91.31,2360,17.5,4.17,0
"2993",91.52,2299,3.5,16.98,0
"2994",96.74,2355,6.29,17.37,0
"2995",92.31,2000,8.83,12.92,1
"2996",96.04,1957,17.06,13.45,0
"2997",98.48,2430,10.38,18.03,0
"2998",93.08,2079,11.62,11.32,0
"2999",87.18,1937,15.72,10.96,1
"3000",93.67,2402,9.11,20.22,0
"3001",97.69,2246,8.66,16.74,0
"3002",92.68,2219,5.42,17.8,0
"3003",94.11,2498,2.52,18.58,0
"3004",94.03,2351,0.58,17.83,0
"3005",95.44,2230,13.49,13.36,0
"3006",92.85,2185,3.94,19.7,0
"3007",89.68,2149,4.17,16.77,1
"3008",89.72,2315,0.74,13.12,0
"3009",93.22,2329,5.13,20.23,0
"3010",93.97,2020,19.07,10.11,0
"3011",96.51,2244,15.55,2.34,0
"3012",94.71,2299,11.62,15.92,0
"3013",91.68,2145,9.47,16.72,0
"3014",92.96,2068,13.43,-0.21,1
"3015",97.11,2138,10.66,15.01,1
"3016",100.24,2273,14.36,6.93,1
"3017",95.49,2177,13.42,11.55,1
"3018",88.49,2008,11.61,11.47,0
"3019",94.85,2355,5.51,17.68,0
"3020",90.9,2213,1.75,19.17,1
"3021",93.47,2159,16.35,10.82,0
"3022",90.44,2277,13.69,11.04,1
"3023",97.79,2231,6.22,18.1,0
"3024",93.95,2513,1.38,12.02,0
"3025",85.81,2178,19.92,5.77,0
"3026",94.42,2184,5.8,16.51,1
"3027",98.53,2283,8.1,18.28,0
"3028",93.44,2171,16.59,10.06,0
"3029",96.45,2196,11.44,10.74,0
"3030",93.51,2461,8.77,21.19,0
"3031",89.62,2141,17.31,8.57,0
"3032",93.11,2566,11.7,15.54,0
"3033",95.76,2698,9.35,17.25,0
"3034",93.39,2269,11.68,15.24,0
"3035",96.35,2300,4.44,19.57,0
"3036",94.16,2727,12.34,11.76,0
"3037",92.24,2389,5.34,-0.48,1
"3038",85.1,2077,19.74,8.96,0
"3039",94.23,2211,15.4,8.71,1
"3040",95.36,2327,4.57,11.86,0
"3041",94.79,2216,10.08,18.62,0
"3042",95.93,2069,15.33,10.03,0
"3043",93.36,1937,7.02,14.39,0
"3044",97.1,2652,4.91,16,0
"3045",93.58,2288,2.15,19.35,0
"3046",95.52,2054,10.61,12.13,0
"3047",95.7,2173,16.42,9.11,1
"3048",95.52,2229,7.93,18.3,0
"3049",96.5,2456,2.4,18.7,0
"3050",89.25,2093,13.35,17.65,0
"3051",90.24,2104,16.19,7.36,0
"3052",97.69,2483,3.22,20.39,0
"3053",91.27,2227,13.44,13.48,1
"3054",96.21,2324,7.59,11.86,0
"3055",93.56,2279,8.89,15.75,0
"3056",92.42,2187,8.08,15.63,0
"3057",92.93,2396,8.85,17.48,0
"3058",97.55,2117,5.79,18.23,1
"3059",96.63,2550,11.72,17.61,0
"3060",96.08,2451,14.92,13.85,1
"3061",96.6,2293,4.58,19.09,0
"3062",94.7,2339,8.4,19.79,0
"3063",94.53,2230,9.53,17.98,1
"3064",96.55,2574,5.7,20.16,0
"3065",93.77,2353,6.56,16.27,1
"3066",100.34,2178,12.76,6.6,0
"3067",93.05,2283,11.11,17.43,0
"3068",96.6,2102,5.24,19.71,0
"3069",91.78,2034,14.09,12.25,0
"3070",92.68,2389,13.91,14.11,0
"3071",95.49,2092,7.21,14.61,0
"3072",90.95,1871,7,12.68,1
"3073",94.69,2184,11.19,14.16,0
"3074",97.46,2348,12.65,14.98,0
"3075",97.72,2086,15.43,11.69,0
"3076",90.15,1877,18.01,7.6,0
"3077",94.18,1754,10.8,11.79,1
"3078",92.84,2349,6.43,17.59,0
"3079",95.1,2518,5.46,20.31,0
"3080",100.84,2518,8.14,17.19,0
"3081",91.61,2495,15.21,10.12,1
"3082",99.09,2561,1.07,18.92,0
"3083",93.39,2357,12.35,17.71,1
"3084",97.52,2151,13.68,13.11,0
"3085",92.78,1883,18.53,9.51,0
"3086",92.88,1922,8.32,13.84,0
"3087",95.19,2516,5.65,18.37,0
"3088",93.25,2102,7.92,15.78,0
"3089",95.56,2270,1.17,19.62,1
"3090",97.39,2716,4.08,20.21,0
"3091",94.1,2446,4.17,18.47,0
"3092",93.26,2517,6.04,14.12,0
"3093",95.17,2269,6.39,16.98,0
"3094",94.31,3015,6.88,18.04,1
"3095",93.86,2006,16.37,8.22,1
"3096",89.06,2099,6.72,19.69,0
"3097",89.9,1900,3.3,18.48,0
"3098",91.42,2211,12.1,14.6,1
"3099",96.39,2074,13.49,12.21,1
"3100",95.51,2426,4.91,16.82,0
"3101",92.41,2356,11.85,15.46,0
"3102",94,2095,17.1,9.33,1
"3103",92.73,2372,5.59,21.16,0
"3104",93.08,2065,17,3.43,0
"3105",98.19,2388,17.7,10.6,0
"3106",75.69,1872,5.91,15.77,1
"3107",94.78,2512,1.89,19.6,0
"3108",91.22,2176,3.74,18.42,0
"3109",93.58,2490,8.12,20.19,0
"3110",96.25,2117,5.5,18.27,0
"3111",95.8,2199,15.2,9.53,1
"3112",98.56,2267,11.54,13.44,0
"3113",93.27,2687,2.5,14.41,0
"3114",91.4,1849,7.42,12.77,1
"3115",93.45,2420,8.32,19.52,0
"3116",88.33,2272,0.44,15.46,1
"3117",96.64,2329,15.18,2.38,1
"3118",93.91,2312,14.91,11.33,0
"3119",93.3,2403,15.42,13.91,0
"3120",96.3,2320,7.22,15.41,0
"3121",94.59,2152,16.42,7.77,0
"3122",93.04,2427,15.15,16.77,0
"3123",96.99,2416,13.33,15.15,0
"3124",90.53,2176,3.44,4.47,0
"3125",87.44,1982,3.43,18.49,0
"3126",91.26,2000,12.67,8.93,1
"3127",95.33,2558,0.94,19.08,1
"3128",91.49,2348,4.66,16.51,0
"3129",86.46,2101,13.72,10.45,1
"3130",94.17,2499,9.55,16.97,0
"3131",97.4,2377,5.63,14.71,1
"3132",89.97,2195,20.53,12.86,0
"3133",92.06,2064,13.4,12.11,0
"3134",93.08,1813,11.11,17.14,0
"3135",93.53,2414,4.32,18.88,0
"3136",95.9,1880,6.12,15.84,0
"3137",93.24,2489,16.4,15.45,0
"3138",96.16,2632,5.32,18.09,0
"3139",92.64,2347,4.78,18.65,0
"3140",94.42,2198,12.37,11.57,1
"3141",94.07,2050,13.83,11.65,1
"3142",94.45,2522,1.53,14.99,0
"3143",92.24,2244,10.7,17.02,1
"3144",90.35,2050,4.02,18.35,0
"3145",95.77,2368,8.01,16.71,0
"3146",93.87,2198,9.62,17.72,1
"3147",92.19,2064,14.74,12.04,0
"3148",92.28,2610,9.64,20.02,0
"3149",98.28,2249,8.96,17.29,0
"3150",96.55,2353,11.84,14.66,0
"3151",94.54,1981,16.58,7.98,1
"3152",93.99,2258,-0.13,16.19,0
"3153",94.14,2154,7.84,14.47,0
"3154",92.54,2192,8.12,19.1,0
"3155",94.3,2039,7.75,17.74,0
"3156",92.65,2150,7.48,17.33,0
"3157",93.43,2295,3.88,20.21,0
"3158",94.57,2451,5.72,19.36,0
"3159",94.67,2155,19.79,5.54,1
"3160",86,1884,13.14,11.92,1
"3161",89.42,2264,0.26,21.67,0
"3162",93.51,2382,2.93,20.17,0
"3163",93.65,2218,11.36,19.28,0
"3164",89.12,2183,16.78,8.89,0
"3165",91.58,2449,11.23,12.8,1
"3166",95.56,2694,0.67,17.23,0
"3167",96.8,2040,4.22,14.48,0
"3168",94.13,2367,15.07,13.58,1
"3169",93.36,2147,3.15,14.74,0
"3170",96.78,2351,7.1,17.51,0
"3171",96.66,2267,14.85,11.68,0
"3172",95.45,2235,9.6,13.79,0
"3173",91.34,2059,9.68,16.84,0
"3174",94.25,2365,8.16,14.89,1
"3175",94.74,2147,6.53,19.45,0
"3176",90.34,2019,13.72,5.13,1
"3177",95.78,2189,6.5,16.44,0
"3178",96.39,2198,14.43,9.34,1
"3179",92.55,2463,12.52,17.22,1
"3180",93.86,2417,6.34,19,0
"3181",97.73,2235,10.4,15.08,0
"3182",92.95,2146,8.08,14.54,0
"3183",93.95,2375,7.98,19.71,0
"3184",95.44,2181,11.08,16.02,0
"3185",94.8,2324,7.9,18.34,1
"3186",93.58,2441,10.03,18.03,0
"3187",92.74,2295,2.17,14.9,0
"3188",94.63,2301,13.37,10.86,0
"3189",94.32,2034,12.46,11.97,1
"3190",88.91,2207,7.35,11.57,0
"3191",96.38,2503,0.82,17.11,0
"3192",96.13,2437,9.61,18.63,0
"3193",95.07,2433,7.84,11.33,1
"3194",97.92,2297,14.77,10.51,0
"3195",92.76,2229,14.36,12.31,0
"3196",97.5,2344,12.67,12.58,0
"3197",93.85,2284,13.79,5.59,0
"3198",93.84,2250,6.11,17.39,0
"3199",91.88,2229,11.03,7.75,0
"3200",95.48,2434,10.97,16.33,0
"3201",96.54,2355,4.59,18.1,0
"3202",91.94,2278,3.81,18.57,1
"3203",97.99,2372,5.5,21.48,0
"3204",93.57,2021,2.02,17.73,0
"3205",91.16,2012,17.13,3.38,1
"3206",95.34,2069,15.44,8.87,0
"3207",96.02,2379,8.86,15.54,0
"3208",92.59,2024,9.75,17.42,0
"3209",98.45,2423,14.9,11.92,1
"3210",95.11,2190,12.98,12.96,1
"3211",94.54,2282,15.85,13.79,1
"3212",95.86,2308,3.25,18.57,0
"3213",88.9,2003,17.5,1.69,1
"3214",94.53,2361,11.26,15.93,1
"3215",95.39,2408,3.28,15.82,0
"3216",96.69,2139,13.89,13.85,0
"3217",99.38,2251,14.66,14.84,0
"3218",96.35,2391,2.44,19.17,0
"3219",95.73,2245,6.74,15.76,0
"3220",97.64,2727,11.15,20.39,0
"3221",98.88,2137,18.27,7.7,0
"3222",92.67,2328,6.39,19.77,0
"3223",91.02,2113,14.05,1.09,1
"3224",96.5,2594,13.95,18.68,0
"3225",94.89,1913,6.54,9.31,1
"3226",89.61,2164,-1.8,16.13,0
"3227",90.49,2093,4.38,16.1,0
"3228",97.21,2408,6.19,16.19,0
"3229",96.37,2803,13.12,8.3,0
"3230",91.58,2191,6.88,16.7,0
"3231",93.05,2127,7.49,14.96,0
"3232",98.13,2501,8.37,19.38,0
"3233",95.1,2333,13.8,17.05,0
"3234",88.51,2259,13.92,16.1,1
"3235",96.85,1943,13.64,11.28,0
"3236",96.74,2223,16.39,12.54,0
"3237",94.19,2131,9.02,16.66,0
"3238",94.94,2465,0.75,15.09,0
"3239",92.68,2117,-0.71,18.55,1
"3240",98.23,2323,11.05,14.45,0
"3241",92.23,2013,4.57,8.73,1
"3242",94.94,2201,11.4,15.43,0
"3243",97.32,1114,17.87,8.35,0
"3244",95.29,2138,3.55,11.76,0
"3245",94.51,2174,14.8,14.82,0
"3246",95.28,2198,4.49,17.74,0
"3247",94.16,2495,7.84,14.9,0
"3248",95.96,2373,11.58,19.08,0
"3249",94.07,2139,8.64,15.57,0
"3250",92.97,2397,8.71,18.44,0
"3251",91.57,2395,0.18,16.3,0
"3252",93.9,1999,4.11,12.77,1
"3253",92.34,2343,13.08,17,1
"3254",94.96,1965,3.07,17.41,0
"3255",91.3,2162,12.62,15.61,0
"3256",95.9,2517,4.72,19.45,0
"3257",93.82,2394,1.84,14.77,0
"3258",94.59,2282,8.03,15.96,0
"3259",96.12,2362,13.91,7.41,1
"3260",97.25,2308,1.43,17.45,0
"3261",97.67,2171,8.68,16.66,1
"3262",93.42,2309,14.65,6.38,1
"3263",93.25,2627,2.3,15.57,0
"3264",88.68,2122,1.38,11.91,1
"3265",98.71,2155,15.87,14.79,0
"3266",96.36,2167,18.09,8.99,0
"3267",94.51,2334,15.77,14.31,1
"3268",95.03,2174,15.5,11.15,0
"3269",100.64,2540,9.76,17.72,0
"3270",89.57,2200,13.47,19.49,0
"3271",99.31,2420,1.82,19.13,1
"3272",94.13,2220,5.44,18.07,0
"3273",92.17,2429,9.18,18.16,0
"3274",93.19,2168,11.61,8.14,0
"3275",94.65,2135,15.39,4.05,0
"3276",95.2,2148,5.38,17.69,0
"3277",92.89,2066,8.97,16.46,0
"3278",93.63,2147,14.57,17.74,0
"3279",95.62,2193,2.34,19.36,0
"3280",93.97,2422,18.44,5.03,1
"3281",90.28,2244,7.09,14.39,0
"3282",94.88,2658,13.15,18.97,0
"3283",94.98,2045,5.56,18.23,0
"3284",96.43,2394,6.99,18.16,0
"3285",91.49,2487,3.41,14.1,0
"3286",92.11,2159,10.47,11.81,1
"3287",92.62,2167,9.29,15.84,0
"3288",94.15,2289,12.27,12.75,1
"3289",90.97,1974,14.79,8.97,1
"3290",97.08,2234,14.91,10.51,1
"3291",92.86,2008,11.18,10.57,0
"3292",94.35,2169,11.53,15.8,0
"3293",97.78,2600,16.36,6.01,0
"3294",91.55,2116,10.31,15.35,1
"3295",95.95,1999,18.19,9.52,0
"3296",95.38,2230,2.97,17.47,0
"3297",94.8,2510,11.36,15.56,0
"3298",94.33,2179,8.68,17.45,1
"3299",97.7,2407,3.33,15.58,0
"3300",98.96,1969,10.14,12.54,0
"3301",93.58,2017,3.03,14.19,1
"3302",94.21,2284,4.67,20.74,0
"3303",95.83,1974,16.83,9.44,1
"3304",94.9,2154,7.13,15.38,1
"3305",93.83,2019,13.8,8.76,0
"3306",94.77,2418,-1.49,18.62,0
"3307",95.72,2513,10.36,18.78,0
"3308",94.73,2003,5.06,16.3,1
"3309",93.46,2124,17.08,13.43,0
"3310",93.9,2391,10.29,20,0
"3311",90.31,2122,17.42,8.95,1
"3312",96.14,2064,14.8,9.99,1
"3313",90.66,2149,4.82,18.16,0
"3314",96.34,2300,8.92,18.06,0
"3315",94.86,2188,10.65,16.55,0
"3316",92.61,2151,4.29,16.3,0
"3317",93.56,2211,4.71,15.47,0
"3318",95.99,2699,4.42,11.07,0
"3319",92.97,2264,12.7,9.04,1
"3320",93.83,2174,10.67,13.76,0
"3321",93.99,2648,6.93,15.17,1
"3322",93.37,2469,2.57,18.81,1
"3323",93.08,1948,16.7,3.3,1
"3324",94.86,2109,16.11,10.28,1
"3325",91.4,2080,12.56,17.54,0
"3326",91.04,2200,9.43,15.05,0
"3327",93.42,2294,6.48,19.27,0
"3328",89.51,1959,4.3,12.38,0
"3329",93.27,2055,11.88,15.6,1
"3330",92.47,1963,15.86,10.46,1
"3331",92.89,2145,14.91,11.85,0
"3332",95.57,2062,5.56,13.33,0
"3333",91.5,2315,6.33,23.87,1
"3334",97.01,1982,13.7,12.11,1
"3335",88.5,2252,2.18,19.23,0
"3336",96.14,2399,-3.63,17.68,0
"3337",91.92,2130,10.27,18.83,1
"3338",89.65,2050,1.03,11.64,0
"3339",95.9,2165,1.46,15.75,0
"3340",91,1922,15.4,0.17,1
"3341",93.98,2283,14.81,15.06,1
"3342",95.09,2353,8.26,18.54,0
"3343",88.94,2288,11.86,16.32,1
"3344",95.59,2228,-0.29,17.75,0
"3345",94.68,1937,18.4,6.57,0
"3346",92.85,2115,11.11,14.29,0
"3347",71.59,1632,10.07,18.1,1
"3348",91.65,2137,4.37,12.47,1
"3349",96.1,2157,6.37,15.16,0
"3350",98.04,2422,14.85,16.59,1
"3351",93.72,2218,11.19,19.48,0
"3352",98.76,2679,2.26,19.01,0
"3353",94.21,2272,8,18.43,1
"3354",96.6,2163,16.12,18.6,0
"3355",94.07,1862,11.69,8.17,0
"3356",91.26,2113,21.09,5.99,1
"3357",94.66,2205,10.54,16.94,0
"3358",94.34,2031,4.35,15.54,0
"3359",93.98,2247,7.97,17.5,0
"3360",94.8,2110,8.38,9.43,0
"3361",92.61,2348,3.49,18.24,0
"3362",92.77,2400,8.36,19.76,0
"3363",90.33,2028,5.48,16.88,0
"3364",95.35,2234,6.39,15.66,0
"3365",98.51,2273,5.06,19.52,0
"3366",96.9,2265,5.79,18.98,0
"3367",86.59,2045,14.82,15.12,1
"3368",94.83,2166,19.36,3.15,0
"3369",98.74,2281,7.21,15.84,0
"3370",96.72,2197,13.05,1.58,1
"3371",96.87,2365,11.69,12.88,1
"3372",93.46,2352,7.74,14.05,0
"3373",92.44,1510,18.77,9.29,0
"3374",93.03,2057,15.68,11.63,1
"3375",94.46,2467,9.72,19.68,0
"3376",93.23,2384,4.66,20.75,0
"3377",90.82,1921,15.99,5.12,1
"3378",95.86,1999,8.65,15.75,0
"3379",96.36,2351,17.42,12.44,0
"3380",95.1,2106,8.35,16.59,0
"3381",92.84,2983,9.92,18.68,0
"3382",92.32,2293,14.35,14.45,1
"3383",89.59,2565,2.96,15.25,1
"3384",94.32,2113,14.68,13.84,1
"3385",91.75,2225,6.72,12.82,0
"3386",95.36,2351,3.3,14.72,0
"3387",93.02,2390,2.3,19.56,0
"3388",85.41,1726,11.2,10.47,0
"3389",90.21,2004,9.66,16.75,0
"3390",93.3,2268,9.67,14.99,0
"3391",89.55,2036,16.33,7.5,0
"3392",88.51,2372,8.36,18.98,0
"3393",95.21,2305,8.3,17.86,0
"3394",96.05,1830,10.93,10.57,1
"3395",98.75,2203,13.29,11.9,1
"3396",96.09,2270,17.48,6.87,0
"3397",92.93,2183,20.76,9.76,0
"3398",99.56,1986,13.52,7.94,1
"3399",92.97,2255,12.65,11.77,1
"3400",90.57,2251,7.45,19.18,0
"3401",93.72,2566,9.97,17.86,1
"3402",94.52,2015,7.86,13.8,0
"3403",96.63,2072,7.63,14.66,0
"3404",94.71,2303,9.32,15.48,0
"3405",95.49,2021,17.52,10.22,1
"3406",89.9,2174,1.26,14.77,1
"3407",92.22,2344,18.19,7.39,0
"3408",92.37,2213,14.08,14.18,0
"3409",96.84,2251,12.73,14.22,0
"3410",94.15,2199,8.37,15.54,0
"3411",94.25,2194,18.71,8.38,0
"3412",95.64,2462,4.7,16.74,0
"3413",95.56,2153,13.19,12.17,0
"3414",91.05,2454,8.55,17.02,0
"3415",90.93,2476,4.35,21.35,1
"3416",94.85,2028,14.56,12.08,0
"3417",96.31,2320,7.36,18.08,0
"3418",93.67,2476,7.69,19.24,0
"3419",93.87,2132,5.91,14.66,0
"3420",88.62,1998,19.45,-1.39,1
"3421",90.82,2271,6.14,18.41,0
"3422",89.01,2301,-0.34,16.38,1
"3423",95.75,2184,19.14,12.44,0
"3424",93.29,2421,13.36,13.5,1
"3425",93.1,2409,3.81,19.28,0
"3426",98.64,2506,2.25,17.19,0
"3427",89.46,2130,4.63,19.47,0
"3428",95.69,2434,13.44,14.48,1
"3429",93.68,2339,6.77,20.03,0
"3430",95.73,2201,12.61,14.45,0
"3431",91.51,2386,18.65,11.82,1
"3432",90.29,2342,3.05,20.04,0
"3433",90.28,2141,11.88,7.37,0
"3434",91.2,2331,0.73,21.28,0
"3435",96.92,2500,3.73,12.22,0
"3436",95.04,2499,1.14,14.56,0
"3437",95.83,2024,3.82,9.91,0
"3438",97.48,2490,1.63,15.57,0
"3439",94.94,2276,8.75,16.38,0
"3440",90.23,2277,8.09,13.41,0
"3441",91.51,2228,12.7,10.86,0
"3442",92.29,2288,2.79,18.21,0
"3443",89.9,2333,6.52,19.38,0
"3444",91.18,2017,16.16,7.21,0
"3445",92.33,1962,16.05,5.59,0
"3446",92.24,2536,0.37,19.41,0
"3447",93.33,2191,7.21,15.82,0
"3448",91.82,2298,7.9,17.44,0
"3449",96.82,2347,19.03,6.27,0
"3450",93.16,2080,8,14.04,0
"3451",96.03,2407,7.31,20.04,1
"3452",90.1,2122,1.37,18.47,0
"3453",97.2,2409,10.69,16.43,0
"3454",94.79,2109,11.29,12.33,0
"3455",93.21,2002,15.47,10.07,1
"3456",94.82,2251,7.58,11.84,0
"3457",95.38,2500,5.77,17.4,1
"3458",93.9,2206,4.29,14.6,0
"3459",94.84,2490,1.67,18.52,0
"3460",94.89,2475,2.58,16.68,0
"3461",93.61,2269,7.04,20.09,0
"3462",91.4,2344,0.34,14.21,0
"3463",98.94,2400,19.46,8.15,0
"3464",95.85,2606,8.48,12.45,0
"3465",93.03,2197,9.01,15.34,0
"3466",95.75,2196,8.8,9.48,0
"3467",96.41,2361,1.74,16.1,1
"3468",92.17,2384,11.62,14.13,0
"3469",95.12,2105,16.79,7.18,0
"3470",91.21,1817,5.65,13.89,1
"3471",94.14,1988,12.89,12.66,1
"3472",97.33,2298,10.78,14.06,0
"3473",92.94,2222,8.14,19.7,0
"3474",93.16,2076,9.46,14.49,0
"3475",93.62,2138,11.96,15.09,0
"3476",91.25,2314,6.39,20.33,1
"3477",93.33,2533,6.99,18.72,0
"3478",93.26,2124,14.31,14.44,0
"3479",95.1,2146,6.63,12.43,0
"3480",93.32,2148,10.7,11.12,0
"3481",92.55,2110,2.14,12.11,0
"3482",92.27,2513,9.06,18.91,0
"3483",93.75,2364,4.26,17.86,0
"3484",94.77,2453,5.85,20.66,0
"3485",95.25,2176,3.79,16.62,0
"3486",93.73,2263,10.88,15.62,0
"3487",95.76,2549,8.17,19.64,0
"3488",97.07,2302,9.76,16.25,0
"3489",94.92,2234,7.11,16.67,1
"3490",92.8,2389,6.26,13.7,0
"3491",92.6,2252,-1.47,14.42,0
"3492",93.21,2192,11.96,4.83,0
"3493",95.4,2421,5.26,17.93,0
"3494",96.23,1949,14.28,9.01,1
"3495",92.73,2151,0.31,16.92,0
"3496",93.41,2285,1.62,13.91,0
"3497",94.63,2044,16.5,5.76,0
"3498",95.46,2085,15.64,10.5,0
"3499",91.2,2140,9.88,18.57,0
"3500",92.24,1940,4.98,14.98,0
"3501",92.42,2440,8.36,17.53,0
"3502",95.56,2278,8.51,17.69,0
"3503",94.01,2248,8.45,14.04,0
"3504",97.45,2479,12.92,17.05,0
"3505",93.89,2125,3.65,8.44,0
"3506",89.46,2725,6.69,17.95,1
"3507",91.03,2052,5.51,17.5,0
"3508",93.94,2286,15.05,15.51,1
"3509",97.39,2365,14.82,13.45,0
"3510",91.66,2230,7.33,17.41,0
"3511",94.44,2395,2.77,13.73,0
"3512",93.65,2227,15.15,14.13,0
"3513",93.99,2336,9.35,19.81,0
"3514",95.5,2345,11,3.86,1
"3515",96.05,2368,9.39,11.39,1
"3516",92.49,2509,7.56,19.55,0
"3517",95.23,2305,2.31,16.99,0
"3518",92.51,2285,6.02,17.07,0
"3519",88.67,2102,1.77,18.42,1
"3520",90.56,2272,10.82,8.03,0
"3521",94.7,2355,1.08,20.32,0
"3522",97.31,2503,5.7,20.43,0
"3523",95.11,2263,7.06,16.2,0
"3524",96.78,2689,8.29,11.28,0
"3525",97.61,2396,6.86,16.42,0
"3526",94.67,1975,18.04,5.27,0
"3527",96.07,2177,11.62,16.25,0
"3528",94.64,2466,3.74,11.3,1
"3529",92.65,2123,7.86,16.11,0
"3530",91.01,2093,15.49,11,0
"3531",93.72,2703,3.92,19.62,1
"3532",92.38,2121,4.08,14.69,0
"3533",91.93,2421,9.97,13.75,0
"3534",91.02,1889,17.03,6.24,0
"3535",92.53,2544,6.53,13.77,0
"3536",93.04,2225,2.07,16.12,1
"3537",93.61,2536,10.79,15.99,0
"3538",87.25,1908,12.12,12.74,1
"3539",93.76,2195,12.73,9.04,1
"3540",93.38,2598,1.02,15.22,0
"3541",94.86,2410,5.39,17.09,1
"3542",96.04,2404,11.26,17.23,0
"3543",94.93,2507,-0.24,14.65,0
"3544",94.35,2002,18.6,5.8,0
"3545",97.68,2298,11.2,14.01,0
"3546",91.66,1992,5.13,15.99,0
"3547",92.99,2546,12.61,19.01,1
"3548",94.02,1986,8.78,13.93,1
"3549",98.68,2195,8.49,16.44,0
"3550",93.49,2456,9.14,19.31,0
"3551",97.01,2608,4.56,21.14,0
"3552",90.62,2248,0.4,16.98,0
